school_name,urn,borough,lsoa_code,lsoa_name,lon,lat,primary_secondary,school_type,admissions_type,gender,denomination,num_pupils,num_boys,num_girls,boy_girl_r,pupils_per_teacher,pct_esl,pct_fsm,pct_attainment,pct_absences,pct_unaut_absence,mean_distance,income_score,employment_score,crime_score,education_skills_score,health_score,ofsted
Sparrow Farm Junior School,102508,Hounslow,E01002591,Hounslow 024A,-0.399038633,51.45240786,Primary,NA,NA,Mixed,NA,253,140,115,1.2,20.4,NA,0.154,0.68,NA,NA,NA,0.128,0.088,-0.276,29.305,0.086,2
Ivybridge Primary School,102512,Hounslow,E01002672,Hounslow 020D,-0.332923399,51.45623417,Primary,Community school,Not applicable,Mixed,No religious character,366,195,170,1.1,18.8,0.848,0.306,0.68,0.0403846,0.0159555,1.113069325,0.192,0.102,0.269,12.362,0.148,2
Edward Pauling Primary School,102514,Hounslow,E01002596,Hounslow 027A,-0.426552862,51.44373408,Primary,Community school,Not applicable,Mixed,No religious character,441,225,215,1,19.3,0.53,0.246,1,0.0559674,0.022113,1.198478863,0.149,0.074,-0.019,16.633,0.27,1
The Smallberry Green Primary School,102515,Hounslow,E01002681,Hounslow 014C,-0.327838339,51.47564852,Primary,Community school,Not applicable,Mixed,No religious character,447,225,220,1,18.2,0.359,0.23,0.84,0.0567269,0.0225018,1.805865859,0.158,0.121,1.065,12.14,-0.138,2
Grove Road Primary School,102519,Hounslow,E01002646,Hounslow 017B,-0.373105741,51.46448726,Primary,Community school,Not applicable,Mixed,No religious character,266,140,125,1.1,16.1,0.581,0.146,0.64,0.0495999,0.0128739,0.767030858,0.211,0.118,0.193,13.973,0.255,2
Beavers Community Primary School,102520,Hounslow,E01002589,Hounslow 013E,-0.40084033,51.46963493,Primary,Community school,Not applicable,Mixed,No religious character,611,310,300,1,17.7,0.648,0.244,0.72,0.0507334,0.0146831,1.052240987,0.173,0.096,-0.311,16.63,-0.039,1
Berkeley Primary School,102522,Hounslow,E01002636,Hounslow 010E,-0.389851916,51.48525736,Primary,NA,NA,Mixed,NA,459,240,220,1.1,22.5,NA,0.287,0.78,NA,NA,NA,0.105,0.062,0.139,10.987,-0.561,1
The Blue School CofE Primary,102523,Hounslow,E01002668,Hounslow 014A,-0.324955899,51.46942052,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,362,185,180,1,24,0.458,0.039,1,0.0329214,0.0028809,1.574684794,0.091,0.072,0.195,11.964,-0.302,1
St Paul's CofE Primary School,102524,Hounslow,E01033082,Hounslow 003G,-0.304919931,51.4847978,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,289,135,155,0.9,19.4,0.456,0.183,0.72,0.0450087,0.013677,0.94616016,0.156,0.1,0.767,11.004,0.041,2
Our Lady and St John's Catholic Primary School,102526,Hounslow,E01002565,Hounslow 006B,-0.313492823,51.49056874,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,232,120,115,1,19.1,0.52,0.097,0.73,0.0343159,0.0066812,1.397604819,0.084,0.044,-0.288,4.4,-0.43,2
St Lawrence RC Primary School,102527,Hounslow,E01002612,Hounslow 024E,-0.409273377,51.44531746,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,502,230,275,0.8,21.3,0.89,0.044,0.83,0.0418531,0.0050112,1.193016856,0.18,0.092,1.02,21.154,-0.113,2
"St Mary's Catholic Primary School, Isleworth",102528,Hounslow,E01002668,Hounslow 014A,-0.327088346,51.46937902,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,356,170,185,0.9,23.1,0.333,0.015,0.82,0.0471757,0.0068256,1.177951759,0.091,0.072,0.195,11.964,-0.302,2
"St Mary's Catholic Primary School ,Chiswick",102529,Hounslow,E01002689,Hounslow 007E,-0.257511443,51.48803305,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,235,115,120,1,23.4,0.486,0.038,0.9,0.049506,0.0104237,1.008393286,0.133,0.104,0.014,10.992,-0.304,2
St Michael and St Martin RC Primary School,102531,Hounslow,E01002664,Hounslow 017E,-0.379118597,51.46706144,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,472,250,220,1.1,21.4,0.625,0.057,0.82,0.0466567,0.0138024,1.244764209,0.174,0.116,0.976,5.553,-0.166,2
The Heathland School,102539,Hounslow,E01002650,Hounslow 021B,-0.376192437,51.45783076,Secondary,Community school,Non-selective,Mixed,No religious character,1806,905,905,1,14.3,0.654,0.18,0.8,0.0685962,0.0312858,1.395132285,0.151,0.081,0.321,8.812,-0.49,1
Gunnersbury Catholic School,102545,Hounslow,E01002563,Hounslow 006A,-0.313922368,51.49337161,Secondary,Voluntary aided school,Non-selective,Boys,Roman Catholic,1169,1135,30,37.8,16.9,0.16,0.119,0.9,0.0528766,0.0063735,5.066628486,0.081,0.063,0.201,3.795,-0.65,1
Burlington Junior School,102564,Kingston upon Thames,E01002931,Kingston upon Thames 007C,-0.24792748,51.3994207,Primary,Community school,Not applicable,Mixed,No religious character,444,215,230,0.9,18.5,0.507,0.113,0.82,0.0346728,0.005876,1.127519455,0.072,0.045,0.635,1.604,-1.38,2
Burlington Infant and Nursery School,102565,Kingston upon Thames,E01002931,Kingston upon Thames 007C,-0.24792748,51.3994207,Primary,Community school,Not applicable,Mixed,No religious character,488,240,250,1,20.5,0.622,0.114,NA,0.0355414,0.0060933,NA,0.072,0.045,0.635,1.604,-1.38,1
Coombe Hill Infant School,102567,Kingston upon Thames,E01002959,Kingston upon Thames 002E,-0.266600245,51.41468919,Primary,Community school,Not applicable,Mixed,No religious character,303,155,150,1,22.7,0.559,0.089,NA,0.0416425,0.0106953,NA,0.02,0.022,-1.041,0.243,-1.827,2
Ellingham Primary School,102568,Kingston upon Thames,E01002949,Kingston upon Thames 020D,-0.309662433,51.35793575,Primary,Community school,Not applicable,Mixed,No religious character,356,175,180,1,17.1,0.233,0.117,0.73,0.0762013,0.0233783,0.888195521,0.081,0.053,0.079,11.942,-1.312,2
Green Lane Primary and Nursery School,102569,Sutton,E01004192,Sutton 006C,-0.235959057,51.38727185,Primary,NA,NA,Mixed,NA,436,240,195,1.2,17.9,NA,0.117,0.57,NA,NA,NA,0.081,0.065,-0.618,14.15,-0.668,2
Robin Hood Primary School,102573,Kingston upon Thames,E01002956,Kingston upon Thames 002D,-0.260538074,51.42889734,Primary,NA,NA,Mixed,NA,242,120,125,1,18.5,NA,0.238,0.76,NA,NA,NA,0.041,0.022,-1.051,6.959,-1.52,2
Tolworth Junior School,102574,Kingston upon Thames,E01002996,Kingston upon Thames 016B,-0.292314654,51.38221641,Primary,Community school,Not applicable,Mixed,No religious character,354,170,185,0.9,16.6,0.331,0.144,0.63,0.0468175,0.0089614,1.018197463,0.044,0.049,-0.077,1.767,-1.09,2
Tolworth Infant and Nursery School,102575,Kingston upon Thames,E01002996,Kingston upon Thames 016B,-0.292314654,51.38221641,Primary,Community school,Not applicable,Mixed,No religious character,352,175,175,1,17.5,0.326,0.126,NA,0.042745,0.0074953,NA,0.044,0.049,-0.077,1.767,-1.09,1
Coombe Hill Junior School,102576,Kingston upon Thames,E01002959,Kingston upon Thames 002E,-0.266600245,51.41468919,Primary,Community school,Not applicable,Mixed,No religious character,416,195,220,0.9,20.9,0.451,0.06,0.8,0.046221,0.0117457,1.352880591,0.02,0.022,-1.041,0.243,-1.827,1
Maple Infants' School,102577,Kingston upon Thames,E01002987,Kingston upon Thames 011B,-0.306570947,51.39545379,Primary,Community school,Not applicable,Mixed,No religious character,292,150,140,1.1,21.6,0.349,0.088,NA,0.039169,0.0066553,NA,0.122,0.11,-0.303,2.634,0.157,2
Alexandra Infant School,102578,Kingston upon Thames,E01002938,Kingston upon Thames 003B,-0.287936448,51.41714311,Primary,Community school,Not applicable,Mixed,No religious character,384,195,185,1.1,24.8,0.402,0.081,NA,0.0518218,0.0112201,NA,0.039,0.038,-0.869,1.172,-1.606,1
King Athelstan Primary School,102579,Kingston upon Thames,E01002964,Kingston upon Thames 005A,-0.295214623,51.40552295,Primary,Community school,Not applicable,Mixed,No religious character,390,190,200,1,15.6,0.395,0.195,0.6,0.0611728,0.0154816,0.839980831,0.097,0.052,0.835,10.389,-0.346,2
Grand Avenue Primary and Nursery School,102580,Kingston upon Thames,E01002917,Kingston upon Thames 014C,-0.276659941,51.38962205,Primary,Community school,Not applicable,Mixed,No religious character,610,310,300,1,20.4,0.181,0.047,0.75,0.0479587,0.0127213,0.976326268,0.035,0.034,-0.547,1.978,-1.63,2
Malden Manor Primary and Nursery School,102581,Kingston upon Thames,E01002977,Kingston upon Thames 012B,-0.259572483,51.38615012,Primary,Community school,Not applicable,Mixed,No religious character,471,235,235,1,18.9,0.504,0.17,0.73,0.0509067,0.0144419,0.906103536,0.148,0.098,-0.074,16.596,-0.711,2
King's Oak Primary School,102582,Kingston upon Thames,E01002973,Kingston upon Thames 006E,-0.274007195,51.40474481,Primary,Community school,Not applicable,Mixed,No religious character,528,255,275,0.9,14.6,0.483,0.307,0.69,0.0798371,0.0428973,1.780027655,0.165,0.094,0.273,16.405,-0.073,2
